entry_name,organism,protein_names,likely_substrate,substrate_group,functional_class,bgcs,pmid,cmpnd,pdb_id,kinetics,ec_numbers
NA,NA,NA,desmethylaminocoumarin,aryl,HOLDOUTTEST,BGC0000834,10770754;10801869;12436260;12736771;14694473;17139092;15942002;15870333;15752721;24407644;19762445;18568336;18997325;19857499;17329822;16514445;16411240;16274243;16171397;14694473;12876368;12680772;11325587;13355385;13355386;19557032;24543916,novobiocin,NA,NA,NA
NA,NA,NA,acrylate,short_chain,HOLDOUTTEST,BGC0000176,16707694,difficidin,NA,NA,NA
NA,NA,NA,(R)-3-hydroxymyristate,long_chain,HOLDOUTTEST,BGC0000976,15332855;10482399;10496976;9443933;7565634;16834357;17928301;19835378;20660778;21387490;21357626;22103656;22991895,Curacin A,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000371,24274668,heterobactin A,NA,NA,NA
NA,NA,NA,anthranilate,aryl,ARYL,BGC0001343,26473393,aurachin A,NA,NA,NA
NA,NA,NA,hexanoate,medium_chain,MACS,BGC0001000,18001088;12088429,hectochlorin,NA,NA,NA
NA,NA,NA,salicylate,aryl,ARYL,BGC0000300,21699219,amychelin,NA,NA,NA
NA,NA,NA,aryl_polyene,long_chain,LACS,BGC0001559,28544148,crocagin A,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000352,23456955,Fimsbactin A,NA,NA,NA
NA,NA,NA,aryl_polyene,long_chain,LACS,BGC0000865,12055309,eicoseicosapentaenoic acid,NA,NA,NA
NA,NA,NA,acetate,short_chain,SACS,BGC0001067,23488861;24568283;9177176,fumagillin,NA,NA,NA
NA,NA,NA,unknown,long_chain,FAAL,BGC0001669,29915235,microvionin,NA,NA,NA
NA,NA,NA,trichloroleucine,amino_acid,PEPTIDE,BGC0000962,12383521,barbamide,NA,NA,NA
NA,NA,NA,9-methyldecanoate,long_chain,LACS,BGC0000341,17005978,enduracidin,NA,NA,NA
NA,NA,NA,decanoate; methylnonanoate; methyldecanoate; hexanoate; caprylate,medium_chain,FAAL,BGC0000291,16208464,A54145,NA,NA,NA
NA,NA,NA,myristate,long_chain,HOLDOUTTEST,BGC0001103,10557314,mycosubtilin,NA,NA,NA
NA,NA,NA,4-coumarate,aryl,ARYL,BGC0000839,24467333;16957125;4217145,Flexirubin,NA,NA,NA
NA,NA,NA,xanthurenate,aryl,ARYL,BGC0000925,15066027,quinolobactin,NA,NA,NA
NA,NA,NA,salicylate,aryl,ARYL,BGC0000467,9457855,yersiniabactin,NA,NA,NA
NA,NA,NA,(S)-4-(1-hydroxyethyl)quinoline-2-carboxylate,aryl,HOLDOUTTEST,BGC0001474,29983054;5045467,thiopeptin,NA,NA,NA
NA,NA,NA,(S)-4-(1-hydroxyethyl)quinoline-2-carboxylate,aryl,ARYL,BGC0000614,19265401,thiostrepton,NA,NA,NA
NA,NA,NA,4-hydroxyphenylpyruvate,aryl,HOLDOUTTEST,BGC0001256,18805498;26496685,atromentin,NA,NA,NA
NA,NA,NA,quinoxaline-2-carboxylate,aryl,ARYL,BGC0000339,16799553,echinomycin,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000451,24146831,turnerbactin,NA,NA,NA
NA,NA,NA,13-methyltetradecanoate,long_chain,LACS,BGC0000871,24814673;24520059,VEPE,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,HOLDOUTTEST,BGC0000758,7961465;12057957,capsular polysaccharide,NA,NA,NA
NA,NA,NA,cinnamate,aryl,ARYL,BGC0001216,25763681,splenocin,NA,NA,NA
NA,NA,NA,"5-hydroxy-4-methoxy-3,6,7,8-tetrahydropyrrolo[3,2-e]indole-2-carboxylate",aryl,ARYL,BGC0001540,28426198,CC-1065,NA,NA,NA
NA,NA,NA,"5-hydroxy-4-methoxy-3,6,7,8-tetrahydropyrrolo[3,2-e]indole-2-carboxylate",aryl,ARYL,BGC0001540,28426198,CC-1065,NA,NA,NA
NA,NA,NA,"2,4-diamino-3-oxobutanoate",amino_acid,PEPTIDE,BGC0001598,28270798,foxicins A-D,NA,NA,NA
